ID: 44
cycle: 0
bot_id:0
bots_seen: 0
BotDistance: 200
signals_total: 0
ID: 44
cycle: 0
bot_id:0
bots_seen: 0
BotDistance: 200
signals_total: 0
ID: 44
cycle: 0
bot_id:0
bots_seen: 0
BotDistance: 200
signals_total: 0
ID: 44
cycle: 0
bot_id:0
bots_seen: 0
Bo29
bots_seen: 33
BotDistance: 92
signals_total: 28
ID: 44
cycle: 3
bot_id:20
bots_seen: 33
BotDistance: 92
signals_total: 28
ID: 44
cycle: 3
bot_id:7
bots_seen: 33
BotDistance: 97
signals_total: 28
ID: 44
cycle: 3
bot_id:7
bots_seen: 33
BotDistance: 97
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 97
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 66
signals_total: 28
ID: 44
cycle: 3
bot_id:36
bots_seen: 33
BotDistance: 88
signals_total: 28
ID: 44
cycle: 3
bot_id:36
bots_seen: 33
BotDistance: 88
signals_total: 28
ID: 44
cycle: 3
bot_id:36
bots_seen: 33
BotDistance: 88
signals_total: 28
ID: 44
cycle: 3
bot_id:8
bots_seen: 33
BotDistance: 88
signals_total: 28
ID: 44
cycle: 3
bot_id:0
bots_seen: 33
BotDistance: 99
signals_total: 28
ID: 44
cycle: 3
bot_id:24
bots_seen: 33
BotDistance: 99
signals_total: 28
ID: 44
cycle: 3
bot_id:24
bots_seen: 33
BotDistance: 96
signals_total: 28
ID: 44
cycle: 3
bot_id:19
bots_seen: 33
BotDistance: 73
signals_total: 28
ID: 44
cycle: 3
bot_id:19
bots_seen: 33
BotDistance: 73
signals_total: 28
ID: 44
cycle: 3
bot_id:19
bots_seen: 33
BotDistance: 73
signals_total: 28
ID: 44
cycle: 3
bot_id:35
bots_seen: 33
BotDistance: 73
signals_total: 28
ID: 44
cycle: 3
bot_id:1
bots_seen: 33
BotDistance: 64
signals_total: 28
ID: 44
cycle: 3
bot_id:1
bots_seen: 33
BotDistance: 72
signals_total: 28
ID: 44
cycle: 3
bot_id:1
bots_seen: 33
BotDistance: 72
signals_total: 28
ID: 44
cycle: 3
bot_id:1
bots_seen: 33
BotDistance: 72
signals_total: 28
ID: 44
cycle: 3
bot_id:1
bots_seen: 33
BotDistance: 72
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:10
bots_seen: 33
BotDistance: 87
signals_total: 28
ID: 44
cycle: 3
bot_id:7
bots_seen: 33
BotDistance: 94
signals_total: 28
ID: 44
cycle: 3
bot_id:7
bots_seen: 33
BotDistance: 94
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 65
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 65
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 65
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 65
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 65
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 65
signals_total: 28
ID: 44
cycle: 3
bot_id:26
bots_seen: 33
BotDistance: 65
signals_total: 28
ID: 44
cycle: 3
